,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
17561,17562,Deodorant & Complexation Soap - Original,Beauty & Hygiene,Bath & Hand Wash,Cinthol,139.68,151.0,Bathing Bars & Soaps,4.2,"Cinthol Original Bath Soap protects you from exposure to sun, dust and pollution, and helps you prevent acne, blemishes and rashes. ... Its high TFM keeps your skin healthy and glowing as it leaves the skin soft, supple and acne-free. As the name suggests, it is a deodorant soap, therefore the smell is long-lasting and powerful enough to keep bad odour away. Moreover, the fragrance makes you feel fresh throughout the day. Unlike other soaps, Cinthol's range of soaps are gentle on the skin and keeps it cleans."
17768,17769,"Beauty Soap For Glowing Skin - Rose & Vitamin E, Mega",Beauty & Hygiene,Bath & Hand Wash,Lux,106.08,135.0,Bathing Bars & Soaps,4.3,"New LUX Rose & Vitamin E soap gives moonlit glowing skin. The Lux Rose & Vitamin E soap bar adds a touch of glow to your skin and leaves it beautifully fragrant. Infused with 7 beauty ingredients, combining essence of aromatic French Rose known for its soothing and beauty enhancing benefits, and with Vitamin E know to moisturize and nourish skin, this bar leaves your skin soft, smooth and glowing This soap for bathing, not only effectively removes dust and sweat on your skin, but also leaves it feeling gently cleansed. A delightful bathing experience with New LUX infused with French Rose flower extracts New Lux with rich, creamy lather, washes away dirt on skin’s surface to reveal happy, fresh skin after every shower. A soap suitable for the whole family. Bathing soap which is good for both your face and body. Lasting floral fragrance which leaves everyone mesmerised. Nourish and keep your skin moisturised with every bath. The soap is enriched with active ingredients that go deep into your skin to keep it clean and smooth. Lux Rose & Vitamin E lets you indulge in the soothing sensorial experience as you immerse in the classic scent of Rose. New Lux for visibly glowing skin from the first wash. Get your Lux Moonlit glow today."
17852,17853,Naturale Pomegranate Brightening Bathing Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,147.6,164.0,Bathing Bars & Soaps,4.2,"Don't you think, products that have the goodness of natural ingredients in them are more suitable for your skin? Pears understands this and therefore brings to you, the beautiful range of Pears Naturale that has an exciting mix of natural ingredients. With the goodness of 100% natural ingredients, the New Pears Naturale range of beauty bathing bars and body washes give you naturally glowing skin. The Pears Naturale bathing bars also have pure glycerin that helps preserve the natural moisture of your skin, making it soft and smooth. Pears Naturale Pomegranate Brightening bathing bar has the goodness of 100% Natural Pomegranate along with rose extract. This beauty bathing bar gently cleanses your skin for a visibly brighter, glowing skin, every time you shower. Do you know that Pomegranate is packed with anti-oxidants and is known to help brighten your skin and Rose Extract with essential oils, is known to soothe the skin. This gentle formula has 0% parabens and is mild and gentle on skin. Just rub this Pears bar between your hands and massage the hydrating lather over your face and skin before rinsing away. Pat dry. For best results, use twice a day, morning and evening. Pears Naturale Bathing Bar Soap is also environmentally friendly and comes in 100% recyclable cartons. Explore the entire Pears Naturale range of Bathing Bars & Body Washes now available online and add them to your skincare regime."
17853,17854,Cool Bath Soap - 99.9% Germ Protection,Beauty & Hygiene,Bath & Hand Wash,Cinthol,99.0,99.0,Bathing Bars & Soaps,4.1,"Begin your day with a burst of icy-cool freshness with Cinthol Cool Bath Soap. Give yourself a refreshing shower every day with this bathing soap, as the rush of cooling menthol with Active Deo fragrance leaves you charged for the rest of the day. With Cinthol Cool Soap, being Alive is Awesome. Explore the wide range of refreshing Cinthol bath soaps, available in 4 other variants, namely Confidence+, Deo, Lime and Original."
17997,17998,Glow - Handmade Sandal Turmeric Bathing Bar With Natural Chunks,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,199.0,199.0,Bathing Bars & Soaps,4.3,The ayurvedic blend of Sandalwood and Turmeric with other herbs is a natural tonic for the skin helps in maintaining moisture and hydration. The divine essential oil of jasmine inspires heightened sensuality. This aromatic bathing bar with natural chunks inside will give you a luxurious bathing experience.
18036,18037,No.1 Bathing Soap - Lime & Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,254.15,299.0,Bathing Bars & Soaps,4.5,"Favoured by over 380 million consumers, Godrej No.1 offers you 'nature's way to beauty' with carefully chosen natural ingredients to make your skin naturally beautiful. It is Grade 1 quality soap and the highest-selling soap of its kind in the country. Godrej No.1 Lime and Aloe Vera soap has a dash of lime, known for its invigoration properties, has been combined with the gentleness of Aloe Vera, which retains the skin's moisture to keep it soft. The combination of these ingredients leaves your skin feeling fresh and soft. It preserves the young nature of your skin giving you a perfect complexion. It protects your skin and gives you a youthful and young look."
18252,18253,"Bathing Soap - Malai Cream (for Smooth, Radiant & Nourished Skin)",Beauty & Hygiene,Bath & Hand Wash,Sri Sri Tattva,33.0,33.0,Bathing Bars & Soaps,4.3,"New Malai Cream Soap is rich in milk cream to make your skin soft, Suppe and glowing, The natural ingredients gently penetrate into the skin pores and remove all dirt and grime while mourishing it from deep within, keeping your skin moisturised and soft, Malai brings a soft glow and radiance that makes you shine all day.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
18292,18293,Bathing Soap - Ayurvedic Sandal,Beauty & Hygiene,Bath & Hand Wash,Medimix,30.0,30.0,Bathing Bars & Soaps,4.3,"Medimix Sandal and Eladi oils are successful for skin blemishes. It has a unique blend of Sandal oil and the time tested Ayurvedic formulation of Eladi Oil. It works successfully on dark spots, blemishes and other pigmentation marks leaving you with blemish-free, clear skin. This distinctive blend of ingredients also assists maintain your skin fresh and glowing.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
18303,18304,Hexa Advanced Germ Protection Bathing Soap,Beauty & Hygiene,Bath & Hand Wash,Savlon,183.04,208.0,Bathing Bars & Soaps,4.4,"Savlon presents the Savlon Hexa Advanced soap. Savlon Hexa Advanced soap addresses your need for germ protection in keeping up with the times. The soap offers protection against viruses and bacteria* and helps keep you protected. Use Savlon Hexa Advanced soap, with Hexa Pro Power and protect your family from 99.99% germs.* Bring home Savlon's protection. Basis lab study on H1N1 Virus and Rotavirus. Washes away germs.
*Basis lab study on Sample Microbes. Washes away germs."
18397,18398,Original Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,140.0,140.0,Bathing Bars & Soaps,4.5,"Dettol original soap with classic Dettol fragrance provides Dettol's trusted germ protection from a wide range of unseen germs. It cleanses and protects your skin keeping you healthy every day. Personal hygiene plays a critical role in preventing the spread of illness and infection. Poor personal hygiene can cause infection, skin complaints, unpleasant smells and skin infections. Skin is our first line of defence from the outside world and by keeping skin clean and moisturised, the barrier function will stay intact and overall health and appearance of the skin will be improved. Reassuringly, Dettol protects from a wide range of illness-causing germs and bacteria to help you stay healthy. We have a broad range of products, from the iconic Dettol Original to our skincare range and even products to help you feel fresh all day long. Go to our products to see the full range and find a product that’s right for you."
18419,18420,Gel Bar - Peach & Avocado Mild Dew,Beauty & Hygiene,Bath & Hand Wash,Fiama,174.6,180.0,Bathing Bars & Soaps,4.5,"Fiama Di Wills Gel Bathing Bars range contains the unusual Dream, the Clear Springs and the Mild Dew. They all have normal ingredients and technical beads that make the skin nice-looking and soft. It cleanses the skin effectively and eliminates all dirt and oil from this skin.  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/"
18849,18850,Almond & Rose Soap,Beauty & Hygiene,Bath & Hand Wash,Himalaya,92.65,109.0,Bathing Bars & Soaps,4.3,"Almond & Rose Soap Moisturizes and Cools Skin: Is enriched with Almond Oil that moisturizes dry skin and Rose which cools and refresh your skin, naturally.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
19008,19009,Pure Mint Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,66.5,70.0,Bathing Bars & Soaps,4.4,Mint soap is a powerful skin friendly herb which has antiseptic effects. Peppermint incorporated in mild excessive soap base take out heat from the skin while keeping it cool even after a refreshing shower.
19016,19017,Bathing Soap - Aloe Vera,Beauty & Hygiene,Bath & Hand Wash,Vivel,25.0,25.0,Bathing Bars & Soaps,4.3,"Just like you need essential nutrients in your food to keep you healthy, your skin needs nourishment too to retain its natural glow! Vivel soap enriched with Vitamin E, nourishes your skin from deep inside, while Aloe Vera extracts keep your skin soft. Treat your skin to Vivel for a soft nourished glow!  For Beauty tips, tricks & more visit https://bigbasket.blog/"
19059,19060,Sanitize Germ Protection Soap,Beauty & Hygiene,Bath & Hand Wash,Dabur,96.0,96.0,Bathing Bars & Soaps,4.1,India's most trusted ayurvedic brand brings to you its new range of soaps - dabur sanitize germ protection soap which provides protection against range of germs which are not visible through naked eyes. It protects you from a range of illness causing germs to help you stay healthy.
